Kode Mata Kuliah,Nama Mata Kuliah,Kelas,Sifat Mata Kuliah,Jumlah SKS,Kode Nilai,Nilai Angka,NIM,IP,Semester,Komponen Penilaian,Nilai
SCE61103,Matematika 1,SCE61103/TK/Kuliah/A,W,3,B+,70.79,2211513009,3.08,Ganjil 2022,UTS,58.0
SCE61103,Matematika 1,SCE61103/TK/Kuliah/A,W,3,B+,70.79,2211513009,3.08,Ganjil 2022,UAS,83.6
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B,67.64,2211513009,3.08,Ganjil 2022,TUGAS-PR,77.5
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B,67.64,2211513009,3.08,Ganjil 2022,Kehadiran,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B,67.64,2211513009,3.08,Ganjil 2022,Presentasi,88.77
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B,67.64,2211513009,3.08,Ganjil 2022,UTS,37.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/A,W,2,B,67.64,2211513009,3.08,Ganjil 2022,UAS,77.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B,69.25,2211513009,3.08,Ganjil 2022,UTS,55.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B,69.25,2211513009,3.08,Ganjil 2022,TUGAS-PR,85.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/A,W,2,B,69.25,2211513009,3.08,Ganjil 2022,UAS,70.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,B,67.4,2211513009,2.3,Genap 2022,TUGAS-PR,82.5
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,B,67.4,2211513009,2.3,Genap 2022,Kehadiran,100.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,B,67.4,2211513009,2.3,Genap 2022,UTS,43.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/A,W,2,B,67.4,2211513009,2.3,Genap 2022,UAS,60.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,E,32.51,2211513009,2.3,Genap 2022,UAS,31.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,E,32.51,2211513009,2.3,Genap 2022,UTS,25.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,E,32.51,2211513009,2.3,Genap 2022,TUGAS-PR,0.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/A,W,3,E,32.51,2211513009,2.3,Genap 2022,Kehadiran,78.57
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C,53.7,2211513009,2.3,Genap 2022,TUGAS-PR,78.5
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C,53.7,2211513009,2.3,Genap 2022,KUIS,49.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C,53.7,2211513009,2.3,Genap 2022,UTS,27.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/A,W,3,C,53.7,2211513009,2.3,Genap 2022,UAS,67.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B+,72.59,2211513009,2.3,Genap 2022,UTS,68.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B+,72.59,2211513009,2.3,Genap 2022,TUGAS-PR,75.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/A,W,3,B+,72.59,2211513009,2.3,Genap 2022,UAS,76.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,81.52,2211513009,2.3,Genap 2022,Kehadiran,100.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,81.52,2211513009,2.3,Genap 2022,Praktikum,76.96
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/A,W,1,A,81.52,2211513009,2.3,Genap 2022,TUGAS-PR,80.13
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,D,49.2,2211513009,2.3,Genap 2022,UAS,62.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,D,49.2,2211513009,2.3,Genap 2022,UTS,16.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/A,W,4,D,49.2,2211513009,2.3,Genap 2022,TUGAS-PR,90.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A-,78.69,2211513009,2.63,Ganjil 2023,Tugas Besar,78.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A-,78.69,2211513009,2.63,Ganjil 2023,UTS,79.0
CCE62136,English For Communication,CCE62136/TK.Kuliah/A,W,3,A-,78.69,2211513009,2.63,Ganjil 2023,UAS,79.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,B,68.55,2211513009,2.63,Ganjil 2023,TUGAS-PR,85.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,B,68.55,2211513009,2.63,Ganjil 2023,KUIS,85.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,B,68.55,2211513009,2.63,Ganjil 2023,UTS,74.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/A,W,2,B,68.55,2211513009,2.63,Ganjil 2023,UAS,49.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,83.25,2211513009,2.63,Ganjil 2023,UAS,87.5
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,83.25,2211513009,2.63,Ganjil 2023,UTS,85.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,83.25,2211513009,2.63,Ganjil 2023,TUGAS-PR,80.0
CCE61106,Jaringan Komputer,CCE61106/TK/Kuliah/A,W,3,A,83.25,2211513009,2.63,Ganjil 2023,Presentasi,77.5
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,31.3,2211513009,2.63,Ganjil 2023,UTS,0.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,31.3,2211513009,2.63,Ganjil 2023,KUIS,10.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,31.3,2211513009,2.63,Ganjil 2023,UAS,46.0
SCE61112,Matematika 3,SCE61112/TK/Kuliah/A,W,3,E,31.3,2211513009,2.63,Ganjil 2023,TUGAS-PR,77.5
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,50.3,2211513009,2.63,Ganjil 2023,UTS,30.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,50.3,2211513009,2.63,Ganjil 2023,TUGAS-PR,89.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,50.3,2211513009,2.63,Ganjil 2023,KUIS,80.0
CCE61104,Pengantar Analisis Rangkaian,CCE61104/TK/Kuliah/A,W,2,C,50.3,2211513009,2.63,Ganjil 2023,UAS,25.0
CCE61109,Praktikum Logika Digital,CCE61109 /TK/Prakt01,W,1,B,68.18,2211513009,2.63,Ganjil 2023,Praktikum,68.18
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt04,W,1,B-,61.62,2211513009,2.63,Ganjil 2023,Kehadiran,100.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt04,W,1,B-,61.62,2211513009,2.63,Ganjil 2023,KUIS,36.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt04,W,1,B-,61.62,2211513009,2.63,Ganjil 2023,TUGAS-PR,89.43
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt04,W,1,B-,61.62,2211513009,2.63,Ganjil 2023,Sikap,90.0
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt04,W,1,B-,61.62,2211513009,2.63,Ganjil 2023,UAS,37.5
CCE61105,Praktikum Pengantar Analisis Rangkaian,CCE61105/TK/Prakt04,W,1,B-,61.62,2211513009,2.63,Ganjil 2023,Praktikum,64.26
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,B-,61.66,2211513009,2.63,Ganjil 2023,UAS,68.0
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,B-,61.66,2211513009,2.63,Ganjil 2023,TUGAS-PR,79.31
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,B-,61.66,2211513009,2.63,Ganjil 2023,UTS,38.0
CCE61108,Rangkaian Logika Digital,CCE61108/TK/Kuliah/A,W,3,B-,61.66,2211513009,2.63,Ganjil 2023,KUIS,70.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,70.59,2211513009,3.22,Genap 2023,UTS,68.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,70.59,2211513009,3.22,Genap 2023,TUGAS-PR,89.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,70.59,2211513009,3.22,Genap 2023,KUIS,79.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,70.59,2211513009,3.22,Genap 2023,Presentasi,73.0
CCE62117,Keamanan Informasi 1,CCE62117/TK/Kuliah/A,W,2,B+,70.59,2211513009,3.22,Genap 2023,UAS,39.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B+,70.3,2211513009,3.22,Genap 2023,UAS,64.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B+,70.3,2211513009,3.22,Genap 2023,KUIS,70.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B+,70.3,2211513009,3.22,Genap 2023,TUGAS-PR,79.0
CCE62110,Organisasi & Arsitektur Komputer 1,CCE62110/TK/Kuliah/A,W,3,B+,70.3,2211513009,3.22,Genap 2023,UTS,70.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,74.19,2211513009,3.22,Genap 2023,TUGAS-PR,61.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,74.19,2211513009,3.22,Genap 2023,UAS,84.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,74.19,2211513009,3.22,Genap 2023,KUIS,76.0
CCE62119,Perancangan Sistem Digital 1,CCE62119/TK/Kuliah/A,W,2,B+,74.19,2211513009,3.22,Genap 2023,UTS,72.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,B+,72.52,2211513009,3.22,Genap 2023,UAS,65.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,B+,72.52,2211513009,3.22,Genap 2023,TUGAS-PR,79.0
CCE62111,Praktikum Organisasi & Arsitektur Komputer 1,CCE62111/TK/Prakt/A,W,1,B+,72.52,2211513009,3.22,Genap 2023,Praktikum,72.5
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,C,46.6,2211513009,3.22,Genap 2023,KUIS,65.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,C,46.6,2211513009,3.22,Genap 2023,UTS,32.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,C,46.6,2211513009,3.22,Genap 2023,TUGAS-PR,45.0
CCE62113,Rangkaian Listrik,CCE62113/TK/Kuliah/A,W,2,C,46.6,2211513009,3.22,Genap 2023,UAS,50.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,70.67,2211513009,3.22,Genap 2023,Kehadiran,100.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,70.67,2211513009,3.22,Genap 2023,TUGAS-PR,47.5
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,70.67,2211513009,3.22,Genap 2023,UTS,50.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,70.67,2211513009,3.22,Genap 2023,Presentasi,74.0
CCE62118,Sistem Basis Data,CCE62118/TK/Kuliah/A,W,2,B+,70.67,2211513009,3.22,Genap 2023,UAS,75.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B-,62.7,2211513009,3.22,Genap 2023,UAS,52.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B-,62.7,2211513009,3.22,Genap 2023,KUIS,75.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B-,62.7,2211513009,3.22,Genap 2023,UTS,55.0
CCE62115,Sistem Operasi,CCE62115/TK/Kuliah/A,W,2,B-,62.7,2211513009,3.22,Genap 2023,TUGAS-PR,78.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B-,61.0,2211513009,3.22,Genap 2023,TUGAS-PR,75.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B-,61.0,2211513009,3.22,Genap 2023,UTS,15.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B-,61.0,2211513009,3.22,Genap 2023,KUIS,40.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B-,61.0,2211513009,3.22,Genap 2023,Presentasi,80.0
CCE62116,Sistem Tertanam 1,CCE62116/TK/Kuliah/A,W,2,B-,61.0,2211513009,3.22,Genap 2023,Tugas Besar,90.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A,80.23,2211513009,3.22,Genap 2023,Kehadiran,100.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A,80.23,2211513009,3.22,Genap 2023,TUGAS-PR,86.83
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A,80.23,2211513009,3.22,Genap 2023,UTS,73.0
CCE62112,Struktur Data,CCE62112/TK/Kuliah/A,W,2,A,80.23,2211513009,3.22,Genap 2023,UAS,69.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,C,53.7,2211513009,3.21,Ganjil 2024,UAS,50.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,C,53.7,2211513009,3.21,Ganjil 2024,UTS,32.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,C,53.7,2211513009,3.21,Ganjil 2024,TUGAS-PR,80.0
CCE61126,Elektronika,CCE61126/TK/Kuliah/A,W,2,C,53.7,2211513009,3.21,Ganjil 2024,Tugas Besar,77.5
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,B+,72.45,2211513009,3.21,Ganjil 2024,UTS,61.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,B+,72.45,2211513009,3.21,Ganjil 2024,TUGAS-PR,90.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,B+,72.45,2211513009,3.21,Ganjil 2024,KUIS,55.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,B+,72.45,2211513009,3.21,Ganjil 2024,Presentasi,69.0
CCE61128,Keamanan Informasi 2,CCE61128 /TK/Kuliah/A,W,2,B+,72.45,2211513009,3.21,Ganjil 2024,UAS,77.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A,80.0,2211513009,3.21,Ganjil 2024,UTS,80.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A,80.0,2211513009,3.21,Ganjil 2024,TUGAS-PR,80.0
AND60102,Kewirausahaan,AND60102/TK/Kuliah/A,W,3,A,80.0,2211513009,3.21,Ganjil 2024,UAS,80.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B-,63.12,2211513009,3.21,Ganjil 2024,UTS,35.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B-,63.12,2211513009,3.21,Ganjil 2024,UAS,70.0
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B-,63.12,2211513009,3.21,Ganjil 2024,TUGAS-PR,75.5
CCE61123,Organisasi & Arsitektur Komputer 2,CCE61123/TK/Kuliah/A,W,3,B-,63.12,2211513009,3.21,Ganjil 2024,KUIS,72.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/A,W,1,A,84.65,2211513009,3.21,Ganjil 2024,Kehadiran,100.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/A,W,1,A,84.65,2211513009,3.21,Ganjil 2024,TUGAS-PR,82.73
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/A,W,1,A,84.65,2211513009,3.21,Ganjil 2024,UTS,80.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/A,W,1,A,84.65,2211513009,3.21,Ganjil 2024,Tugas Besar,81.0
CCE61107,Praktikum Jaringan Komputer,CCE61107/TK/Prakt/A,W,1,A,84.65,2211513009,3.21,Ganjil 2024,UAS,84.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,B-,60.03,2211513009,3.21,Ganjil 2024,UAS,46.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,B-,60.03,2211513009,3.21,Ganjil 2024,UTS,20.0
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,B-,60.03,2211513009,3.21,Ganjil 2024,Praktikum,70.33
CCE61124,Praktikum Organisasi & Arsitektur Komputer 2,CCE61124/TK/Prakt/C,W,1,B-,60.03,2211513009,3.21,Ganjil 2024,TUGAS-PR,63.25
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,C+,58.64,2211513009,3.21,Ganjil 2024,TUGAS-PR,63.0
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,C+,58.64,2211513009,3.21,Ganjil 2024,KUIS,8.43
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,C+,58.64,2211513009,3.21,Ganjil 2024,Praktikum,68.46
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,C+,58.64,2211513009,3.21,Ganjil 2024,Sikap,90.63
CCE61122,Praktikum Sistem Tertanam ,CCE61122/TK/Prakt/A,W,1,C+,58.64,2211513009,3.21,Ganjil 2024,UAS,54.75
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513009,3.21,Ganjil 2024,Kehadiran,85.71
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513009,3.21,Ganjil 2024,TUGAS-PR,77.45
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513009,3.21,Ganjil 2024,UTS,66.07
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513009,3.21,Ganjil 2024,Presentasi,76.88
CCE61125,Rekayasa Perangkat Lunak,CCE61125/TK/Kuliah/A,W,3,A-,77.65,2211513009,3.21,Ganjil 2024,UAS,85.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,B+,71.09,2211513009,3.21,Ganjil 2024,TUGAS-PR,85.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,B+,71.09,2211513009,3.21,Ganjil 2024,UTS,46.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,B+,71.09,2211513009,3.21,Ganjil 2024,KUIS,80.0
CCE61120,Sinyal dan Sistem,CCE61120/TK/Kuliah/A,W,2,B+,71.09,2211513009,3.21,Ganjil 2024,UAS,81.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,B-,61.33,2211513009,3.21,Ganjil 2024,KUIS,72.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,B-,61.33,2211513009,3.21,Ganjil 2024,UTS,65.0
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,B-,61.33,2211513009,3.21,Ganjil 2024,TUGAS-PR,46.67
CCE61121,Sistem Tertanam 2,CCE61121/TK/Kuliah/A,W,2,B-,61.33,2211513009,3.21,Ganjil 2024,UAS,59.38
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,E,44.74,2211513010,1.98,Ganjil 2022,TUGAS-PR,75.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,E,44.74,2211513010,1.98,Ganjil 2022,KUIS,54.2
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,E,44.74,2211513010,1.98,Ganjil 2022,UTS,13.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,E,44.74,2211513010,1.98,Ganjil 2022,UAS,50.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,72.25,2211513010,1.98,Ganjil 2022,UTS,65.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,72.25,2211513010,1.98,Ganjil 2022,TUGAS-PR,90.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,72.25,2211513010,1.98,Ganjil 2022,UAS,65.0
SCE61101,Fisika 1,SCE61101/TK/Kuliah/B	,W,3,B+,72.25,2211513010,1.98,Ganjil 2022,Kehadiran,100.0
SCE61104,Kimia 1,SCE61104/TK/Kuliah/B,W,2,E,43.39,2211513010,1.98,Ganjil 2022,UTS,60.0
SCE61104,Kimia 1,SCE61104/TK/Kuliah/B,W,2,E,43.39,2211513010,1.98,Ganjil 2022,UAS,26.8
SCE61103,Matematika 1,SCE61103/TK/Kuliah/B,W,3,D,49.39,2211513010,1.98,Ganjil 2022,UTS,50.0
SCE61103,Matematika 1,SCE61103/TK/Kuliah/B,W,3,D,49.39,2211513010,1.98,Ganjil 2022,UAS,48.8
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,B+,70.29,2211513010,1.98,Ganjil 2022,Kehadiran,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,B+,70.29,2211513010,1.98,Ganjil 2022,TUGAS-PR,100.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,B+,70.29,2211513010,1.98,Ganjil 2022,Presentasi,81.99
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,B+,70.29,2211513010,1.98,Ganjil 2022,UTS,31.0
CCE61101,Pengenalan Teknik Komputer,CCE61101/TK/Kuliah/B,W,2,B+,70.29,2211513010,1.98,Ganjil 2022,UAS,85.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,B-,60.5,2211513010,1.98,Ganjil 2022,UTS,35.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,B-,60.5,2211513010,1.98,Ganjil 2022,TUGAS-PR,85.0
SCE61105,Pengetahuan Lingkungan,SCE61105/TK/Kuliah/B,W,2,B-,60.5,2211513010,1.98,Ganjil 2022,UAS,65.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,C+,57.5,2211513010,2.1,Genap 2022,TUGAS-PR,82.5
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,C+,57.5,2211513010,2.1,Genap 2022,Kehadiran,100.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,C+,57.5,2211513010,2.1,Genap 2022,UTS,35.0
CCE62102,Algoritma dan Pemecahan Masalah 1,CCE62102/TK/Kuliah/B,W,2,C+,57.5,2211513010,2.1,Genap 2022,UAS,35.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/B,W,3,C,54.0,2211513010,2.1,Genap 2022,KUIS,80.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/B,W,3,C,54.0,2211513010,2.1,Genap 2022,TUGAS-PR,75.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/B,W,3,C,54.0,2211513010,2.1,Genap 2022,UTS,25.0
SCE62106,Fisika 2,SCE62106/TK/Kuliah/B,W,3,C,54.0,2211513010,2.1,Genap 2022,UAS,45.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/B,W,3,E,37.6,2211513010,2.1,Genap 2022,TUGAS-PR,78.5
SCE62108,Matematika 2,SCE62108/TK/Kuliah/B,W,3,E,37.6,2211513010,2.1,Genap 2022,KUIS,45.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/B,W,3,E,37.6,2211513010,2.1,Genap 2022,UTS,15.0
SCE62108,Matematika 2,SCE62108/TK/Kuliah/B,W,3,E,37.6,2211513010,2.1,Genap 2022,UAS,28.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/B,W,3,C+,57.4,2211513010,2.1,Genap 2022,UTS,40.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/B,W,3,C+,57.4,2211513010,2.1,Genap 2022,TUGAS-PR,75.0
SCE62107,Matematika Diskrit,SCE62107/TK/Kuliah/B,W,3,C+,57.4,2211513010,2.1,Genap 2022,UAS,66.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,A,82.7,2211513010,2.1,Genap 2022,Kehadiran,100.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,A,82.7,2211513010,2.1,Genap 2022,Praktikum,70.0
CCE62103,Praktikum Algoritma dan Pemecahan Masalah ,CE62103/TK/Prakt/D,W,1,A,82.7,2211513010,2.1,Genap 2022,TUGAS-PR,93.43
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/B,W,4,D,46.8,2211513010,2.1,Genap 2022,UAS,61.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/B,W,4,D,46.8,2211513010,2.1,Genap 2022,UTS,11.0
SCE62109,Probabilitas dan Statistika,SCE62109/TK/Kuliah/B,W,4,D,46.8,2211513010,2.1,Genap 2022,TUGAS-PR,90.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,E,39.75,2211513010,2.19,Ganjil 2023,UAS,0.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,E,39.75,2211513010,2.19,Ganjil 2023,UTS,57.0
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,E,39.75,2211513010,2.19,Ganjil 2023,TUGAS-PR,61.25
SCE61102,Aljabar Linier,SCE61102/TK/Kuliah/B,W,4,E,39.75,2211513010,2.19,Ganjil 2023,KUIS,52.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/B,W,2,C,50.9,2211513010,2.19,Ganjil 2023,UAS,48.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/B,W,2,C,50.9,2211513010,2.19,Ganjil 2023,UTS,0.0
SCE61111,Fisika 3,SCE61111/TK/Kuliah/B,W,2,C,50.9,2211513010,2.19,Ganjil 2023,TUGAS-PR,90.0
